gene,fc_1,fc_2
SH3YL1,0.121446602,0.146712535
ACP1,1.277713734,2.111748585
TSSC1,1.278284583,1.080172394
PXDN,3600.184773,26.324276
TRAPPC12,1.781104234,2.038261708
ADI1,0.456519345,0.337347316
RNASEH1,3.360523647,3.68554373
KIDINS220,1.000155818,0.73825134
MBOAT2,0.464088856,0.423524269
RPS7,1.924095823,2.060617545
ITGB1BP1,1.893812062,1.437619002
CPSF3,1.95833439,1.944672924
IAH1,1.379558295,1.572850756
ASAP2,2.613298669,3.276359592
ADAM17,4.216647911,9.502150271
TAF1B,1.276124605,2.055472337
GRHL1,0.151513916,0.100350631
ODC1,0.800618219,1.179005354
YWHAQ,1.846304279,1.504847131
NOL10,3.424655129,3.959503941
PQLC3,2.861814942,0.935266494
ROCK2,1.435384435,1.976291975
PDIA6,3.03409506,3.897075796
DDX1,1.243406879,1.654945291
NBAS,2.223594038,3.534158695
SMC6,1.974395568,1.776590367
RDH14,1.222492532,1.570542056
LAPTM4A,0.981363041,0.827278571
RHOB,0.588948468,0.665755393
HS1BP3,2.370823047,2.713738412
PUM2,0.800313079,1.239290532
C2orf43,573.7363579,1.322729512
UBXN2A,1.546324214,2.540210862
FKBP1B,0.328503895,12.40426086
SF3B14,3.424349736,3.106775846
TP53I3,2.548344177,0.42204005
NCOA1,1.444635513,0.474931748
ITSN2,1.815275966,1.924708415
PTRHD1,0.883186662,0.466743876
DTNB,2.125211871,0.20918961
SDC1,0.688497779,0.660512955
RAB10,1.276717368,1.013444665
HADHA,0.868315403,1.24348829
HADHB,1.262736207,0.890086205
EPT1,0.567808813,0.905073789
SLC35F6,4.056612624,3.328627327
TMEM214,2.317729253,1.774141183
CGREF1,0.315911465,0.307404576
PREB,1.677969554,1.815959215
AGBL5,1.704809241,1.953061117
OST4,0.937809916,0.606583643
MPV17,5.468821199,3.042378902
EIF2B4,1.530654758,1.767750301
GTF3C2,1.452164851,1.688655903
ATRAID,2.390402816,2.329537405
PPM1G,1.521709039,2.628534454
KRTCAP3,4.89E-08,5.97E-08
NRBP1,5.023119893,2.63123101
ZNF512,0.751347079,0.866197849
MRPL33,1.534786503,1.118075314
GPN1,2.220889229,2.755839952
SLC4A1AP,1.823990605,2.049373314
FOSL2,8.130990043,3.501674561
BRE,1.986797831,1.347012456
SNX17,1.86684436,1.704548595
TRMT61B,2.724048413,2.153591418
WDR43,1.961937274,3.005838058
CLIP4,11.80836279,30.00068267
LCLAT1,1.045956094,1.011567937
DPY30,1.462907431,1.08322862
YPEL5,2.371098775,2.094962488
MEMO1,1.226844198,1.913733574
PPP1CB,1.78655656,2.074031314
SPAST,1.014669392,1.055615743
YIPF4,1.170600804,1.892330471
SLC30A6,1.830922443,1.787694839
TTC27,2.130048657,2.144498363
FAM98A,2.914575969,2.022824122
CRIM1,8.849092737,110.361375
FEZ2,2.715431517,3.353576247
HEATR5B,0.651591285,0.674889234
BIRC6,1.502730759,1.108896394
STRN,1.331535305,1.847894445
PRKD3,3.134318387,2.09354307
EIF2AK2,3.747214694,3.03743487
LOC100505876,1.526385861,3.121988613
CEBPZ,1.790779001,3.453611126
CDC42EP3,37.99288779,14.43213904
GEMIN6,2.688420342,3.595338463
HNRPLL,2.139892839,1.780608003
MORN2,1.376043715,1.88453752
SRSF7,0.677480583,1.02904098
ATL2,2.030841362,2.935375372
MAP4K3,1.234552405,1.774292017
EML4,1.837206948,1.592032664
MTA3,2.191803177,1.342233282
COX7A2L,3.707834802,3.213031813
DYNC2LI1,1.742449268,2.276093618
THADA,3.43138111,4.091755113
PPM1B,1.372845181,2.102925672
LRPPRC,1.588341409,1.944497933
SRBD1,2.149020214,1.828594542
PREPL,1.36648073,1.385673839
CRIPT,3.826610146,3.042706869
RHOQ,4.224424936,3.704030723
PIGF,3.688261242,1.705073799
EPCAM,0.06040018,0.053081957
MCFD2,4.331219703,6.873656609
FOXN2,3.928468837,5.57167328
CALM2,4.296760643,5.033795553
MSH6,1.816663128,2.447713949
FBXO11,2.87575806,1.537112439
ACYP2,1.7861128,0.586821948
PSME4,2.096730187,2.147443754
ASB3,1.82330811,2.524092024
ERLEC1,3.300901632,3.810949581
RTN4,28.16783398,9.554206598
MTIF2,4.306721514,4.745477779
CCDC104,1.037494582,2.887008329
PNPT1,1.54196849,3.126280913
SMEK2,1.225434936,2.277268391
VRK2,1.045733245,2.406771273
FANCL,0.489570081,1.400679818
LOC339803,2.658121266,3.472906482
C2orf74,1.29566222,6.243764186
PEX13,1.183063117,0.698869564
RPS27A,1.751025828,3.54907225
AHSA2,2.540944244,0.982774284
USP34,1.537391943,1.451429174
XPO1,1.090579275,1.268927632
COMMD1,1.378175941,1.619746633
B3GNT2,0.680539239,2.478217045
CCT4,1.642532921,2.771243901
VPS54,0.848527886,1.037491058
PELI1,1.418399113,1.938711369
LGALSL,0.121530348,0.287197329
UGP2,1.721956225,2.888733726
EHBP1,0.622727967,1.653066921
MDH1,0.849636001,1.457333737
SLC1A4,0.641954587,9.556314151
AFTPH,0.787713983,1.872146366
RAB1A,1.604369925,2.995959406
ETAA1,0.776307113,1.450825298
PNO1,2.302379143,4.117996942
C1D,1.454814176,1.872202257
PPP3R1,1.58077675,2.979367015
ACTR2,2.01263551,3.826663339
NFU1,1.362720161,1.779935807
GMCL1,0.978853681,1.201534039
ANXA4,0.437050993,1.100922556
SNRNP27,1.815597614,2.323352749
PCBP1,0.885926099,1.446049457
MXD1,1.33363931,2.083761137
PCYOX1,3.687340334,1.312946032
FAM136A,0.950842211,1.620870348
SNRPG,1.375641869,2.787517256
TIA1,0.474695007,0.838589218
GFPT1,1.62467622,3.64533573
TEX261,1.370382648,1.386643949
MCEE,0.932677117,1.462330198
NAGK,1.159712377,0.887249537
MPHOSPH10,1.207348874,2.233760465
SPR,0.405422641,0.607317017
EXOC6B,3.782437694,5.076851075
RAB11FIP5,8.013661641,5.605842758
SMYD5,1.488896274,3.472908555
ZNF638,0.860697172,1.397541189
TPRKB,1.864968189,2.598287865
DUSP11,2.478883214,3.936923695
DGUOK,1.774335625,2.76317572
BOLA3,0.79837062,2.503754759
CCT7,1.435683869,2.64439154
STAMBP,1.955087328,2.942866165
MOB1A,1.815941889,4.290869269
WDR54,2.705091922,4.396836132
RTKN,0.260101673,0.445067222
MRPL53,1.641578101,2.17596021
PCGF1,1.464919325,3.656512798
INO80B,2.494451889,5.074219596
WBP1,0.83597944,0.702577347
MTHFD2,0.778355917,6.132523691
MOGS,1.558461872,3.792193756
HK2,1.025830511,5.11586707
POLE4,2.315469532,1.419556785
AUP1,2.910254171,3.760272859
DCTN1,2.430827652,1.773541895
GCFC2,0.919117968,1.014206088
MRPL19,1.188634389,1.91159806
SUCLG1,0.507713623,1.278702284
KCMF1,1.113721531,6.05884768
RETSAT,1.160939067,0.485473121
ELMOD3,2.417914732,1.411800574
TGOLN2,1.733311474,2.678101897
TMSB10,0.810814123,6.972676931
VAMP8,0.390298651,0.373281051
RNF181,2.211015744,2.32884112
MAT2A,1.36969732,1.374711027
GGCX,1.803462339,1.524574247
POLR1A,1.593145404,1.652900052
USP39,1.462866931,1.650331869
C2orf68,0.708146398,1.335644173
MRPL35,1.394982195,2.094196125
IMMT,0.921298247,1.70669397
KDM3A,1.366092892,1.542031296
LOC285074,2.440000819,2.162744709
LINC00152,279.8362038,80.5743421
KRCC1,1.054575571,1.43295832
EIF2AK3,1.11177633,0.780980879
MRPS5,1.584558668,2.216326176
CHMP3,0.921214958,1.019927034
RNF103,0.494661587,0.918746358
RMND5A,0.562620832,0.578580491
FAHD2A,1.768354731,1.9185247
STARD7,0.910385004,1.014254869
CIAO1,2.909076771,2.52519353
TMEM127,1.659371847,1.914171842
PROM2,0.012020403,0.006805146
SNRNP200,1.722845497,1.477394027
LMAN2L,1.213814237,0.967306354
KANSL3,4.424029358,1.769023585
COX5B,0.927424432,1.589858015
ACTR1B,0.560883365,0.692943133
COA5,1.33884633,1.216898171
TMEM131,1.619985264,1.189748053
UNC50,1.591176647,2.136613412
MITD1,2.646810268,5.825107587
MRPL30,1.084403967,0.82479171
TXNDC9,2.158754853,2.570048239
INPP4A,2.723047926,1.690275759
EIF5B,1.377439991,1.63842372
PDCL3,0.818163638,1.210093674
REV1,0.699989941,0.821687245
CNOT11,1.241820634,1.561009525
RNF149,3.125399186,2.597066233
MRPS9,1.277885182,1.321730102
C2orf49,4.183095335,3.532503786
NCK2,14.78663133,3.986277521
UXS1,3.152887511,2.448484622
RPL31,1.818173125,1.643876891
TBC1D8,1.202688975,6.277907244
MAP4K4,5.77285857,2.345216337
GCC2,2.207185623,1.335586237
LIMS1,6.480141527,8.418488159
SOWAHC,9.501849676,3.396726836
RANBP2,1.092160155,0.767340625
Sep-10,5.097031206,4.367403294
LOC440894,1.436886036,1.714510016
LIMS3L,5.614913138,7.636520486
LOC541471,193.727453,75.32658109
ZC3H8,1.09257251,1.36121482
ANAPC1,1.992251293,1.977068201
TMEM87B,0.374611155,0.727466103
CHCHD5,0.751248069,0.531249033
TTL,3.540518831,2.723101066
SLC20A1,7.731876438,4.734008724
PSD4,0.045010929,0.016405779
IL1RN,1.403600682,0.002255096
CBWD2,0.484394302,0.641280784
RPL23AP7,0.845777534,1.314003401
SLC35F5,1.321475287,0.661413531
DDX18,4.391119303,2.715063772
ACTR3,2.746844281,2.860603817
CCDC93,2.87355266,1.047868434
INSIG2,3.780810599,0.581040864
DBI,0.226759243,0.776220835
TMEM185B,4.986073172,1.174672587
RALB,3.520749487,0.990211321
EPB41L5,1.265978779,0.335134959
MKI67IP,7.314095348,3.017421042
ERCC3,3.335682336,1.369952787
BIN1,216.2908351,2.684672804
TSN,2.4834607,1.779042773
MAP3K2,3.060013883,2.058994585
CLASP1,4.711621183,2.732894131
RNU4ATAC,0.870761576,1.2011166
IWS1,3.788066253,1.974638897
POLR2D,3.342111175,1.773589955
WDR33,1.662536935,1.128703602
AMMECR1L,3.18467214,2.260770791
HS6ST1,4.291380845,0.437367028
RAB6C,0.597027774,0.102704589
CCDC115,1.395211182,1.209852335
IMP4,4.916025927,2.768550731
UGGT1,6.425324862,3.163889339
SMPD4,2.27796635,0.621820841
MZT2B,1.055412296,0.553384687
FAM168B,3.764073023,1.76541226
MZT2A,0.944492348,0.538118967
LOC150776,1.05276981,0.427804666
MGAT5,3.829031218,1.153089723
CCNT2,0.965478448,0.593286803
MCM6,0.369503838,0.563726755
PLEKHB2,1.200845159,1.480888064
RAB3GAP1,3.434150559,1.732409002
UBXN4,1.45322999,1.166846546
DARS,3.824183195,2.108104996
SPOPL,1.156446078,0.918436597
MMADHC,3.300185959,2.376727772
ORC4,1.192619172,0.82746928
ARL5A,2.996578292,1.4075227
STAM2,4.752958486,2.902703384
RIF1,1.929038954,2.458146451
PRPF40A,2.21211527,1.60724442
ACVR1,9.968062508,4.718426202
GPD2,1.601957773,0.586130379
PKP4,3.302430942,1.88123261
TANC1,3.937926634,0.426239191
BAZ2B,0.54698853,0.851779654
Mar-07,2.295920469,1.547213178
TANK,3.907195397,3.160416742
PSMD14,3.330393431,2.920838942
COBLL1,0.220410623,0.121589526
TTC21B,0.766383455,0.336066328
STK39,2.689980655,3.577170802
GALNT3,1.427143823,0.400069371
FASTKD1,3.077526609,1.621546068
PPIG,2.098743741,1.065109496
PHOSPHO2,1.163545267,0.34092779
CERS6,0.670480343,0.431942103
CERS6-AS1,0.597706153,0.449628646
SSB,3.560174014,1.732182669
METTL5,6.057892969,3.003918198
UBR3,1.22711885,0.857698327
GORASP2,3.715532643,2.271793567
TLK1,1.948135842,0.987470331
DCAF17,3.027048054,2.42934241
HAT1,1.910074381,1.527356518
DYNC1I2,2.501703908,1.700283693
PDK1,4.750361024,2.934171441
CIR1,4.400891684,2.213949706
SCRN3,3.340168054,1.41639035
SP3,1.718343253,1.314790016
OLA1,4.469208231,1.622917786
KIAA1715,1.258274899,1.331448826
ATP5G3,1.147343413,0.892286696
MTX2,2.152011352,1.294680736
HNRNPA3,2.484048779,1.21522172
ATF2,3.138612206,2.035198065
RBM45,2.224966877,1.073850126
AGPS,4.078365919,3.281405329
NFE2L2,3.608037464,4.430384827
ITGA6,32.4769813,4.08743618
CWC22,1.816537412,2.323241472
UBE2E3,0.173558944,0.230883728
SSFA2,0.910438484,0.351466257
PRKRA,3.571833477,2.352857116
PLEKHA3,2.561692616,2.277048664
ZC3H15,2.604205062,3.875295762
DNAJC10,0.972353093,3.846732015
NCKAP1,1.441572913,2.870566883
TFPI,0.774469,0.188681996
WDR75,1.813969437,1.527387661
ASNSD1,1.015195753,1.3577783
GULP1,0.488961703,0.160200181
HIBCH,0.831685843,0.474421987
MFSD6,0.565144309,0.509369479
ORMDL1,1.161343398,1.944282574
PMS1,1.606705548,2.895500212
ITGAV,2.258372736,3.467075016
STAT1,4.937917611,3.995182356
GLS,2.052486008,5.057271609
SLC39A10,0.720789196,0.567330223
STK17B,2.281218472,7.094051432
GTF3C3,1.598889891,2.22825479
COQ10B,1.48951897,1.66462925
SF3B1,1.322056542,1.173161814
C2orf69,1.519212007,1.793612932
C2orf47,1.309569844,1.610710434
MYO1B,18.57939874,20.21895697
KCTD18,2.079886003,1.741717236
SPATS2L,2.662148085,6.958543161
HSPD1,0.805838026,1.345521639
HSPE1,0.864958119,0.815293239
MOB4,0.510552436,0.986710598
PPIL3,2.045455264,1.841582759
NIF3L1,1.302838753,2.162543
ORC2,1.009564852,1.423148961
CLK1,0.59898849,1.014955478
NDUFB3,1.482584087,1.423519812
TRAK2,1.010187009,1.206863033
STRADB,2.423110316,1.210329241
CASP8,6.783075637,2.71281657
ALS2,2.646430837,2.367740382
CFLAR,1.369324995,1.316090843
NOP58,1.254834691,1.869867882
SUMO1,1.596504733,2.062541899
WDR12,1.979016448,2.110242222
BMPR2,1.025941198,0.340006837
NBEAL1,1.474951991,0.85446481
BZW1,1.600775046,1.108860962
NDUFS1,0.578092708,0.872984526
FASTKD2,1.537009366,1.963312381
EEF1B2,1.087394273,1.657295229
CREB1,1.432287744,1.112703578
PIKFYVE,1.215954122,1.301319935
IDH1,0.551874359,1.523493333
RPE,1.383995597,1.802647171
KANSL1L,0.64796249,1.444670442
LANCL1,0.816639194,0.721910704
BARD1,0.702451835,0.111283775
SPAG16,0.689916806,1.622763478
ATIC,2.250597134,1.346967026
PECR,1.834920963,0.711285328
XRCC5,1.152866007,1.23410178
RPL37A,1.905666269,1.839748115
AAMP,2.243545372,2.18590464
FN1,93.55586303,6.374137001
ARPC2,2.65855929,3.587578784
CTDSP1,0.693726552,0.976979779
PNKD,0.927227346,1.434325091
TMBIM1,0.558004954,0.933591641
BCS1L,1.850334155,2.62954294
RQCD1,1.094508663,1.5707934
RNF25,2.274156894,2.410172672
NHEJ1,2.316375651,3.01604592
CNPPD1,0.825840821,1.263441155
ABCB6,0.147701454,0.345184607
FAM134A,2.577569421,3.35719742
ZFAND2B,1.561991596,3.970582433
ATG9A,1.409968431,1.65800803
ANKZF1,1.659316838,2.622801562
DNPEP,3.887108786,2.372046751
STK16,2.234063581,1.935414689
TUBA4A,11.52479918,2.563293097
DNAJB2,1.362686716,0.663605423
GMPPA,3.266395616,3.068805766
CHPF,5.629815604,4.757058151
FARSB,1.326119171,1.732062465
AP1S3,0.319757798,0.233968811
MRPL44,1.333243,1.32779178
WDFY1,2.266466732,2.11111014
ACSL3,0.748243646,1.611866791
CUL3,0.93550436,1.309180895
RHBDD1,1.534469973,3.87438283
MFF,2.079839287,2.521387102
AGFG1,2.655529115,5.51283867
TRIP12,2.423933511,2.396606047
SP100,529.8091839,6.248726508
ITM2C,2.45454223,2.45964328
CAB39,3.391346299,2.4408482
NCL,1.462844915,1.457827985
PSMD1,1.535301354,1.782303591
PDE6D,1.358718196,1.587169991
COPS7B,1.972767558,2.55676059
TIGD1,1.093634114,0.973270757
DIS3L2,1.557562428,1.883941045
EIF4E2,1.307685536,1.118461172
PTMA,0.449247381,0.878033922
MIR1244-3,1.48577611,3.634605062
GIGYF2,1.075777279,1.290066453
USP40,1.684296697,1.147447701
ATG16L1,2.241603148,2.581198088
MSL3P1,1.689761832,1.619325373
SH3BP4,18.9207194,3.461123485
CXCR7,346.7352103,0.060954537
COPS8,3.348120101,2.345098634
RAB17,0.002790237,0.004612655
MLPH,0.625282091,2.478293275
ILKAP,1.133148593,1.310592556
HES6,0.663252175,0.278028161
UBE2F,2.175825668,2.529317538
ASB1,9.505396435,5.267897163
MYEOV2,1.589117349,0.903347029
NDUFA10,0.919820449,1.443513183
LRRFIP1,3.165122996,2.345567503
MTERFD2,0.902453833,0.6529813
PPP1R7,1.014638692,1.048935578
BOK,1.460265323,0.514535167
THAP4,2.03987875,1.12558907
ATG4B,1.570584304,1.285544859
DTYMK,1.124318808,2.007436898
TRNT1,0.632740822,0.400553728
STK25,1.784408021,1.275178868
CRBN,1.114138316,0.706436154
SETMAR,0.573947456,0.141764598
SUMF1,2.056698901,0.8669445
BHLHE40,282.8761459,8.285938445
ARL8B,2.481956039,1.712226967
EDEM1,4.619962425,4.986249988
SETD5-AS1,1.383119211,1.092630864
THUMPD3,1.984178135,1.483816403
SETD5,1.302890253,0.926926626
MTMR14,2.031591113,1.490920911
RPUSD3,2.114585896,1.57560066
JAGN1,1.332675631,1.198060316
EMC3,2.310254217,0.985983115
IL17RC,1.06072154,0.359540724
CRELD1,0.59361079,0.480066181
FANCD2,0.526919942,1.039638514
BRK1,1.47463094,1.152119411
VHL,2.958203935,2.038382178
HDLBP,2.030648782,1.441815758
Sep-02,1.029158464,1.1026893
TATDN2,1.447678831,1.344912534
SEC13,5.098060063,2.558203052
TADA3,1.119285848,0.951860861
ARPC4,1.976400813,1.513891313
VGLL4,1.316936333,0.55620184
TSEN2,1.746606399,1.078026574
MKRN2,3.079248206,2.195792072
RAF1,1.306719964,1.148017731
HDAC11,3.809468448,0.51451953
CHCHD4,1.674412154,2.282827844
TMEM43,2.341029524,3.344237966
LSM3,1.143843706,0.974736634
CCDC174,2.508121161,2.055939204
XPC,1.335422145,0.798156169
ZFYVE20,1.371608495,1.446301557
METTL6,1.195567212,1.293779077
CAPN7,0.946944901,0.947652847
EAF1,0.848350175,0.848354831
BTD,0.647480851,0.165870411
HACL1,1.254802964,0.555405975
RPL32,1.911062536,1.837318675
FGD5-AS1,0.996524839,1.347796971
MRPS25,0.969799098,0.860630324
NR2C2,1.263779438,1.288191214
DPH3,3.08078703,4.024378109
ANKRD28,1.508847704,1.616292298
RAB5A,1.272535172,1.437001165
TBC1D5,2.828942077,1.723431047
UBE2E2,2.388975212,1.46965928
UBE2E1,2.549213038,1.504317694
NR1D2,1.284675332,1.80510275
THRB,0.768270571,0.325674831
OXSM,0.854474776,0.819774947
TOP2B,0.632465542,0.690803388
NGLY1,1.788408773,1.455486571
CMC1,1.698511276,1.380624592
SLC4A7,8.998770569,2.50889984
AZI2,4.237636003,2.742290098
STT3B,1.348353706,2.046353292
GPD1L,1.941694169,1.274254018
DYNC1LI1,0.754769938,1.077188423
CMTM6,0.9906033,0.724263961
CNOT10,0.898652758,1.065964999
RPL15,1.225779393,1.0779989
GLB1,2.826715664,2.042501468
UBP1,1.337276566,0.923867513
CLASP2,1.03638752,0.795568193
EPM2AIP1,0.345522208,0.234563156
MLH1,0.518114223,0.680129071
LRRFIP2,1.67325352,1.33095655
PDCD6IP,1.239329625,1.326398269
ACAA1,0.395593038,0.204595811
MYD88,1.581823221,0.451107933
OXSR1,2.28659336,1.68406162
CTDSPL,0.175028536,0.451607386
WDR48,1.037675707,1.922387892
GORASP1,1.140305799,1.17786981
GOLGA4,1.423588542,1.961386301
SLC25A38,0.971846592,0.772390966
EIF1B,2.062356879,1.50040658
RPSA,1.926684753,2.8014687
RPL14,1.688620927,1.60711728
TRAK1,2.676983858,1.542946944
SEC22C,1.27192058,1.203966657
NKTR,1.084823857,0.54315613
SS18L2,1.208261235,1.091264937
SNRK,3.208957741,0.902434216
SNRK-AS1,2.536650902,0.89372776
ABHD5,1.407308315,1.214089093
HIGD1A,1.791721013,1.848896437
TCAIM,2.184642448,0.737628554
ANO10,5.331751964,1.391138054
ZNF197,2.384386694,0.873063885
TMEM42,58.42435305,1.409792554
KIAA1143,0.882221566,0.820794304
EXOSC7,1.418930487,0.715290881
CTNNB1,1.242326575,0.868171419
ZDHHC3,2.610054807,1.043053042
LARS2,1.05907638,0.813028999
SACM1L,0.678109642,0.704886653
CDCP1,130.3343566,15.67641048
LZTFL1,1.669836207,3.651297346
CCDC12,1.67671459,1.267450873
SETD2,1.123131167,1.273598128
KLHL18,1.225915477,1.127180875
ELP6,0.871594071,0.707586299
SCAP,0.675675237,1.20696889
ALS2CL,4.002810939,1.075733946
SMARCC1,0.748099336,1.41002305
DHX30,1.405480517,1.494133034
NME6,2.080266461,2.216532743
CCDC51,1.751137167,2.024379223
TMA7,0.849404638,0.67422999
TREX1,0.385544896,0.266631597
PLXNB1,0.989838938,0.295676172
MAP4,1.593444196,1.828797669
SHISA5,2.450272002,2.079464122
SLC26A6,0.733279346,1.339174481
UQCRC1,1.156635116,1.652142125
PRKAR2A,1.157267871,1.346890026
SLC25A20,0.335556846,0.53147544
P4HTM,0.178999977,0.225099968
ARIH2,1.953411808,2.13059639
IP6K2,0.8725222,0.348894899
IMPDH2,0.935097146,1.097883675
QRICH1,1.334787782,1.033211829
WDR6,1.370881396,0.457760333
DALRD3,0.690614683,0.686642571
NDUFAF3,1.943203346,1.109747697
CCDC71,2.044507834,1.305469578
QARS,1.07481785,1.023206955
KLHDC8B,1.147990667,0.353701142
USP19,2.219097297,1.866388583
USP4,1.627731118,1.17252788
LAMB2,1.385807945,0.556503138
GPX1,3.637376676,2.041357037
TCTA,0.607784726,0.616202992
RHOA,0.870279361,1.334401195
APEH,1.207719352,0.605067118
GMPPB,0.947433881,0.869372675
IP6K1,1.22717318,1.295560628
RBM6,1.962389231,0.950513573
DAG1,1.211273983,0.73679051
SEMA3F,1.483258484,0.076463347
RBM5,1.272569993,0.621491084
LUST,2.035222792,0.624310088
IFRD2,1.55591061,2.135695573
TUSC2,2.159939017,1.660097514
HYAL2,1.820115766,1.011068533
TMEM115,1.281561039,1.355579359
NPRL2,0.710252147,0.668892344
CYB561D2,0.5000889,0.479801949
GNAI2,1.226384879,4.181759807
MAPKAPK3,2.895139178,0.69236292
MANF,1.16496142,2.411333093
RBM15B,1.280636075,0.997223858
RRP9,2.259199189,1.750523456
PARP3,8.028858301,0.959784249
TEX264,0.874152334,1.172121871
ABHD14B,2.388942686,1.921321666
PCBP4,0.860527659,0.875664091
ACY1,0.715032237,0.353515064
DUSP7,2.360401718,1.766591341
TWF2,1.550227916,1.706597692
ALAS1,1.838660917,1.357001326
BAP1,2.031822462,1.676947143
WDR82,0.958549927,0.860970299
NISCH,0.937521386,0.376727949
RPL29,1.598934951,1.071636908
SMIM4,0.428789872,0.400952361
NT5DC2,1.018820525,0.954635254
PBRM1,0.576883155,0.424407241
NEK4,1.592629906,1.10795719
GNL3,2.171001612,1.24285458
SPCS1,1.427895962,1.371139478
GLT8D1,1.896403512,1.695790253
ACTR8,1.584470567,0.678880573
SELK,0.9129654,0.990653527
PDE12,1.145412068,1.13674263
APPL1,0.75009388,1.035982085
FAM208A,2.158997545,4.491464457
TKT,2.920584204,4.100129228
DENND6A,0.591109211,1.119786841
ARF4,3.324990068,2.063433151
SLMAP,1.265345571,1.535816502
PXK,5.186653954,8.715475147
RPP14,0.986653835,0.965809215
PDHB,0.652397195,0.580736377
THOC7,2.269680057,1.396150533
PSMD6,1.327014374,1.108041439
SLC25A26,4.137757104,2.417229201
SUCLG2,1.54843589,0.894821356
EOGT,2.307436281,1.780401246
TMF1,1.345640715,1.226973763
UBA3,1.381239844,0.69869528
